Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Total_Lines_Num,Category,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
vfag_tmp_tmpc29dxm1j_mergesort_20,"['57', ' 58', ' 60', ' 69', ' 70', ' 78', ' 79', ' 81', ' 90', ' 91', ' 98', ' 99', ' 100', ' 102', ' 113', ' 119', ' 121', ' 122', ' 151', ' 126', ' 128', ' 129', ' 135', ' 137', ' 138', ' 142', ' 144', ' 145']","[54, 55, 57, 58, 60, 69, 70, 75, 76, 78, 79, 81, 90, 91, 96, 98, 99, 100, 104, 113, 115, 119, 119, 121, 122, 126, 126, 128, 129, 133, 135, 137, 138, 142, 142, 144, 145, 151]",void,138.0,True,73.68421052631578,38,Others,True,2,137,j := j + 1;,j := j + 1 ;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_lightening_verifier_19,"['408', ' 409', ' 411', ' 416', ' 418', ' 427', ' 430', ' 434', ' 435']","[408, 409, 410, 411, 412, 416, 418, 420, 427, 430, 433, 434, 435]",void,409.0,True,69.23076923076923,13,Others,False,,,,var log_off := log_idx * 2;,False
llm-verified-eval_tmp_tmpd2deqn_i_dafny_160_0,[],[],int,21.0,False,0.0,0,Others,True,0,21,i := i + 1; //buggy line,i := i + 1;,True
Metodos_Formais_tmp_tmpql2hwcsh_Arrays_explicacao_1,"['32', ' 33', ' 38', ' 40', ' 42', ' 44']","[32, 33, 38, 40, 42, 44]",int,42.0,True,100.0,6,100%,True,0,42,r := r + 1;,r := r + 1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_tutorial_maximum_1,"['15', ' 20', ' 21', ' 23']","[13, 14, 15, 20, 21, 23]",int,23.0,True,66.66666666666666,6,Others,True,0,23,idx := idx + 1; //buggy line,idx := idx + 1;,True
FormalMethods_tmp_tmpvda2r3_o_dafny_Invariants_ex1_4,"['9', ' 13', ' 14']","[5, 6, 7, 9, 13, 14, 16]",nat,14.0,True,42.85714285714285,7,Others,True,0,14,m := m - 1;,m := m - 1;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_bql_exampls_Square_4,"['12', ' 17', ' 18', ' 19']","[5, 6, 8, 9, 10, 12, 17, 18, 19]",int,18.0,True,44.44444444444444,9,Others,False,,,,x := x + 2;,False
MFDS_tmp_tmpvvr5y1t9_Assignments_Ass-1-2020-21-Sol-eGela_8,"['51', ' 52', ' 55', ' 56']","[51, 52, 55, 55, 56, 60, 61]",void,56.0,True,57.14285714285714,7,Others,True,0,56,ghost var k := (x - 1) / 3;,var k := (x-1)/3;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_IncrementMatrix_4,"['5', ' 6', ' 11', ' 12', ' 19', ' 20', ' 22']","[5, 6, 11, 12, 19, 20, 22]",void,20.0,True,100.0,7,100%,True,0,20,n := n + 1;  //buggy line,n := n + 1;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Merge_Sort_25,"['11', ' 12', ' 13', ' 14', ' 15', ' 17', ' 22', ' 23', ' 26', ' 31', ' 32', ' 34', ' 36', ' 40', ' 42', ' 43', ' 44', ' 57', ' 45', ' 46', ' 47', ' 49', ' 50', ' 51', ' 53', ' 54']","[11, 12, 13, 14, 15, 17, 22, 23, 26, 31, 32, 34, 36, 40, 41, 42, 42, 43, 44, 45, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 57]",void,57.0,True,83.87096774193549,31,Others,True,0,57,x := x + 1;,x := x+1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_22,['51'],"[47, 48, 51]",void,51.0,True,33.33333333333333,3,Others,True,0,51,k := k + 2 * i + 1;  // S //buggy line,k := k + 2 * i + 1;  // S,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0003-longest-substring-without-repeating-characters_30,"['103', ' 104', ' 105', ' 108', ' 122', ' 123', ' 125', ' 126', ' 127', ' 128', ' 129']","[103, 104, 105, 108, 122, 123, 125, 126, 127, 128, 129]",int_interval,128.0,True,100.0,11,100%,True,0,128,n := hi - lo;,n := hi - lo;,True
dafny_examples_tmp_tmp8qotd4ez_leetcode_0027-remove-element_1,"['7', ' 8', ' 9', ' 15', ' 16', ' 17', ' 19', ' 22']","[7, 8, 9, 15, 16, 17, 19, 22]",int,17.0,True,100.0,8,100%,True,0,17,j := j + 1;,j := j + 1;,True
Software-Verification_tmp_tmpv4ueky2d_Counting Bits_counting_bits_5,"['9', ' 13', ' 15']","[6, 8, 9, 13, 15]",array(int),15.0,True,60.0,5,Others,True,0,15,i := i + 1;,i := i + 1;,True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_a3 copy 2_25,"['172', ' 186']","[169, 170, 172, 179, 181, 182, 184, 186]",int,181.0,False,25.0,8,Others,False,,,,position := n + 1;,False
dafny_tmp_tmp59p638nn_examples_GenericSelectionSort_0,"['90', ' 91']","[90, 91]",bool,90.0,True,100.0,2,100%,False,,,,comparisonCount := comparisonCount + 1;,False
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_34,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,166.0,True,75.75757575757575,33,Others,False,,,,var max_mirrored_radius := old_center + old_radius - center;,False
Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_multiplicador_2,"['14', ' 18', ' 19']","[10, 11, 13, 14, 18, 19, 21]",nat,18.0,True,42.85714285714285,7,Others,True,0,18,r := r + n;,r := r + n;,True
dafny-synthesis_task_id_126_3,"['13', ' 14', ' 16']","[6, 7, 8, 13, 14, 16]",int,14.0,True,50.0,6,Others,True,0,14,sum := sum + i;,sum := sum + i;,True
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_35,"['33', ' 25', ' 24']","[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,33.0,True,14.285714285714285,21,Others,True,0,33,if a[k] < x     { k := k + 1;   } //buggy line,if a[k] < x     { k := k+1;   },True
dafny-synthesis_task_id_573_4,"['4', ' 5', ' 7', ' 12', ' 13', ' 14']","[4, 5, 7, 12, 13, 14, 15, 18]",int,14.0,True,75.0,8,Others,False,,,,p := p * arr[i];,False
Dafny_tmp_tmp0wu8wmfr_tests_Search1000_29,"['33', ' 25', ' 24']","[14, 15, 15, 19, 19, 23, 23, 24, 24, 25, 25, 26, 26, 27, 27, 28, 28, 29, 29, 33, 33]",int,29.0,False,14.285714285714285,21,Others,False,,,,if a[k+1] < x   { k := k+2;   },False
ProjectosCVS_tmp_tmp_02_gmcw_Handout 1_CVS_handout1_55754_55780_11,"['28', ' 29', ' 30', ' 32', ' 39', ' 41', ' 42', ' 44', ' 46', ' 47', ' 48']","[28, 29, 30, 32, 39, 41, 42, 44, 44, 46, 47, 48]",int,46.0,True,91.66666666666666,12,Others,True,0,46,r := r + aa;,r := r + aa;,True
Metodos_Formais_tmp_tmpbez22nnn_Aula_4_ex3_7,"['11', ' 12', ' 13', ' 14', ' 20', ' 21']","[11, 12, 13, 14, 20, 21]",nat,21.0,True,100.0,6,100%,True,0,21,i := i + 1; //buggy line,i := i + 1;,True
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_26,"['62', ' 64', ' 67', ' 69', ' 70', ' 71', ' 74', ' 76', ' 77', ' 78', ' 79', ' 60', ' 84']","[60, 62, 64, 67, 69, 70, 71, 74, 74, 76, 77, 78, 79, 83, 84]",multiset(int)_int_multiset(int),77.0,True,86.66666666666667,15,Others,False,,,,pre := pre - multiset{p} - post';,False
Dafny-VMC_tmp_tmpzgqv0i1u_src_Math_Helper_1,['58'],[58],void,58.0,True,100.0,1,100%,False,,,,var zp := (n + m) / m - n / m - 1;,False
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_0,"['10', ' 15']","[8, 9, 10, 15]",nat,15.0,True,50.0,4,Others,True,1,15,x := x + 1; y := y * 2;,"x, y := x + 1, y + y;",False
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_10_Hoangkim_ex10_hoangkim_21,"['43', ' 46', ' 47', ' 48']","[40, 41, 43, 46, 47, 48]",nat,48.0,True,66.66666666666666,6,Others,True,0,48,i := i + 1;,i := i+1;,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_20,['51'],"[47, 48, 51]",void,51.0,True,33.33333333333333,3,Others,False,,,,k := k + 2 * i + 1;  // S,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_07_16,"['39', ' 45', ' 46', ' 54', ' 50', ' 51']","[35, 36, 37, 39, 43, 45, 46, 49, 50, 51, 54]",int_int,54.0,True,54.54545454545454,11,Others,True,0,54,i := i + 1;,i := i + 1;,True
dafleet_tmp_tmpa2e4kb9v_0001-0050_0005-longest-palindromic-substring_48,"['122', ' 123', ' 124', ' 125', ' 127', ' 129', ' 137', ' 140', ' 146', ' 147', ' 152', ' 153', ' 154', ' 157', ' 163', ' 165', ' 166', ' 169', ' 170', ' 171', ' 172', ' 173', ' 174', ' 176', ' 191']","[122, 123, 124, 125, 127, 129, 137, 141, 146, 147, 149, 151, 152, 153, 154, 157, 163, 165, 166, 167, 169, 170, 171, 172, 172, 173, 174, 175, 176, 177, 189, 190, 191]",string_int_int,189.0,False,75.75757575757575,33,Others,False,,,,"lo, hi := (c - r) / 2, (c + r) / 2; // notice that both ends are bogus chars at position 0, 2, 4, 6, etc.!",False
Dafny_tmp_tmpmvs2dmry_examples2_20,"['47', ' 48', ' 49', ' 55', ' 57', ' 61', ' 64']","[47, 48, 49, 55, 57, 60, 61, 64]",nat,57.0,True,87.5,8,Others,True,1,57,m1 := m1 - n1;,m1 := m1- n1;,True
Clover_online_max_1,"['10', ' 11', ' 12', ' 18', ' 19', ' 21', ' 33', ' 25', ' 35']","[10, 11, 12, 13, 18, 19, 21, 23, 24, 25, 29, 30, 31, 33, 35]",int_int,21.0,True,60.0,15,Others,True,0,21,i := i + 1; //buggy line,i:=i+1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExercisePositive_8,"['42', ' 43', ' 49', ' 50']","[42, 42, 43, 49, 50]",bool,50.0,True,80.0,5,Others,True,0,50,i := i + 1; //buggy line,i:=i+1;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_4,"['13', ' 14', ' 15', ' 19', ' 20', ' 24', ' 25', ' 27']","[13, 14, 15, 19, 20, 24, 25, 27]",int,25.0,True,100.0,8,100%,True,0,25,s := s + 1;,s := s + 1;,True
Clover_array_product_5,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",array(int),13.0,True,60.0,5,Others,True,0,13,i := i + 1;,i:=i+1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_leetcode_lc-remove-element_4,"['14', ' 15']","[6, 7, 8, 13, 14, 15, 16, 17, 18, 19, 21, 22]",int,15.0,True,16.666666666666664,12,Others,True,0,15,end := end - 1;,end := end - 1;,True
Dafny_tmp_tmp0wu8wmfr_tests_SumIntsLoop_7,"['18', ' 24', ' 25']","[16, 17, 18, 24, 25]",int,25.0,True,60.0,5,Others,True,0,25,s := s + k;,s := s+k;,True
Dafny-Exercises_tmp_tmpjm75muf__Session3Exercises_ExerciseMaximum_20,"['64', ' 65', ' 73', ' 74']","[64, 65, 66, 73, 73, 74]",int,64.0,True,66.66666666666666,6,Others,False,,,,var j:=v.Length-2;,False
Dafny-Exercises_tmp_tmpjm75muf__Session4Exercises_ExerciseFirstNegative_9,"['27', ' 28', ' 34', ' 35']","[27, 27, 28, 34, 35, 35]",bool_int,35.0,True,66.66666666666666,6,Others,False,,,,if (!b) {i:=i+1;},False
Formal-Verification_tmp_tmpuyt21wjt_Dafny_strings3_1,"['24', ' 25', ' 27', ' 39']","[24, 25, 27, 28, 33, 35, 37, 39]",bool,37.0,False,50.0,8,Others,False,,,,i := i + 1;,False
Dafny-Exercises_tmp_tmpjm75muf__Session6Exercises_ExerciseCountMin_0,"['33', ' 34', ' 35', ' 36', ' 42', ' 43', ' 49', ' 45', ' 46', ' 47']","[33, 34, 35, 36, 42, 43, 45, 45, 46, 47, 49]",int,43.0,True,90.9090909090909,11,Others,True,0,43,c := c + 1;,c:=c + 1;,True
M2_tmp_tmp2laaavvl_Software Verification_Exercices_Exo9-Carre_5,"['6', ' 11', ' 12']","[4, 5, 6, 11, 12]",nat,12.0,True,60.0,5,Others,True,0,12,i := i + 1;,i := i + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_9,"['21', ' 22']","[7, 8, 9, 17, 18, 19, 20, 21, 22, 24, 25, 26, 29]",int,25.0,False,15.384615384615383,13,Others,False,,,,y1 := y1 + 11;,False
Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_fatorial2_4,"['11', ' 16', ' 17', ' 19']","[9, 10, 11, 16, 17, 19]",nat,17.0,True,66.66666666666666,6,Others,True,0,17,i := i + 1;,i := i + 1;,True
Dafny_Verify_tmp_tmphq7j0row_dataset_detailed_examples_SelectionSort_5,"['10', ' 11', ' 21', ' 22', ' 31', ' 34', ' 38', ' 39', ' 41']","[10, 11, 21, 22, 31, 32, 34, 38, 39, 41]",void,41.0,True,90.0,10,Others,True,0,41,n := n + 1;,n := n + 1;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_verify_examples_ComputePower_3,"['10', ' 15']","[8, 9, 10, 15]",nat,15.0,True,50.0,4,Others,True,2,15,"x, y := x + 1, y * 2;","x, y := x + 1, y + y;",False
formal-verification_tmp_tmpoepcssay_strings3_3,[''],"[47, 49, 52, 53, 54, 55, 61, 62, 64]",bool,64.0,False,0.0,9,Others,False,,,,i := i + 1;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week5_ComputePower_4,"['17', ' 21', ' 22']","[15, 16, 17, 21, 22]",nat,22.0,True,60.0,5,Others,True,0,22,i := i + 1;,i:=i+1;,True
bbfny_tmp_tmpw4m0jvl0_enjoying_8,"['48', ' 51']","[47, 48, 51]",void,51.0,True,66.66666666666666,3,Others,False,,,,i := i + 1;,False
Programmverifikation-und-synthese_tmp_tmppurk6ime_PVS_Assignment_ex_10_Hoangkim_ex10_hoangkim_1,"['8', ' 11', ' 12', ' 13']","[5, 6, 7, 8, 11, 12, 13]",nat,11.0,True,57.14285714285714,7,Others,True,0,11,x := 2 * i + 1;,x := 2*i+1;,True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week10_BoundedQueue_01_9,"['65', ' 66', ' 67', ' 68', ' 70']","[65, 66, 67, 68, 69, 70]",T,70.0,True,83.33333333333334,6,Others,False,,,,rd := rd + 1;,False
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_SegmentSum_0,"['14', ' 15', ' 16', ' 17', ' 25', ' 26']","[14, 15, 16, 17, 18, 24, 25, 26, 27, 27, 28]",int_int,24.0,False,54.54545454545454,11,Others,False,,,,"t, n := t + a[n], n + 1;",False
MFES_2021_tmp_tmpuljn8zd9_TheoreticalClasses_Power_0,"['20', ' 21', ' 23', ' 27', ' 28']","[20, 21, 23, 27, 28]",real,27.0,True,100.0,5,100%,True,0,27,p := p * x; //buggy line,p := p * x;,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny1_Cubes_8,"['12', ' 20', ' 21', ' 22', ' 23']","[8, 9, 10, 11, 12, 19, 20, 21, 22, 23]",void,22.0,True,50.0,10,Others,True,0,22,m := m + 6;,m := m + 6;,True
HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Binary Search_binary_search_0,"['11', ' 18', ' 22', ' 24', ' 28']","[11, 12, 17, 18, 20, 22, 22, 24, 27, 28, 32]",int,11.0,True,45.45454545454545,11,Others,True,0,11,"var low, high := 0, arr.Length - 1; //buggy line","var low, high := 0 , arr.Length-1;",True
DafnyExercises_tmp_tmpd6qyevja_Part1_Q1_0,"['9', ' 13', ' 14']","[7, 8, 9, 13, 14]",array(int),13.0,True,60.0,5,Others,True,0,13,c[j] := a[j] + b[j];,c[j] := a[j] + b[j];,True
Dafny_tmp_tmpmvs2dmry_SlowMax_0,"['12', ' 19', ' 20', ' 21']","[9, 10, 11, 12, 19, 20, 21, 24, 24, 25, 25]",nat,19.0,True,36.36363636363637,11,Others,True,0,19,z := z + 1; //buggy line,z := z + 1;,True
tangent-finder_tmp_tmpgyzf44ve_circles_4,"['7', ' 8', ' 14', ' 15', ' 16', ' 24', ' 25', ' 27', ' 28', ' 30']","[7, 8, 14, 15, 16, 24, 25, 27, 28, 30, 32, 34]",bool,32.0,False,83.33333333333334,12,Others,False,,,,k := k + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_1,"['7', ' 12', ' 13', ' 15']","[5, 6, 7, 12, 13, 15]",int,12.0,True,66.66666666666666,6,Others,True,0,12,r := r + 1;,r := r + 1;,True
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_week5_ComputePower_1,['9'],[9],nat,9.0,True,100.0,1,100%,False,,,,p := 2*n;,False
test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_24,"['141', ' 142', ' 144', ' 145', ' 153', ' 154', ' 156', ' 159', ' 162']","[141, 142, 144, 145, 153, 154, 156, 157, 159, 162]",Set,159.0,True,90.0,10,Others,True,0,159,i := i + 1; //buggy line,i := i + 1;,True
MFES_2021_tmp_tmpuljn8zd9_TheoreticalClasses_Power_15,"['37', ' 38', ' 40', ' 41', ' 43', ' 45', ' 46', ' 50', ' 51']","[37, 38, 40, 40, 41, 43, 43, 44, 45, 46, 48, 49, 50, 51]",real,51.0,True,64.28571428571429,14,Others,True,0,51,return temp * temp * x;,return temp * temp * x;,True
dafny-programs_tmp_tmpcwodh6qh_src_expt_4,"['10', ' 11', ' 12', ' 16', ' 17']","[10, 11, 12, 16, 17]",int,17.0,True,100.0,5,100%,True,1,17,i := i + 1;,i := i + 1;,True
CVS-Projto1_tmp_tmpb1o0bu8z_proj1_proj1_8,['46'],"[43, 44, 46]",int,43.0,False,33.33333333333333,3,Others,True,0,46,r := c[j] - c[i];,r := c[j] - c[i];,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_ProgramProofs_ch15_5,"['14', ' 15', ' 22', ' 23', ' 27', ' 30', ' 32', ' 34']","[14, 15, 22, 23, 27, 28, 30, 32, 34]",void,34.0,True,88.88888888888889,9,Others,True,0,34,n := n + 1;,n := n + 1;,True
Dafny-Exercises_tmp_tmpjm75muf__Session10Exercises_ExerciseBarrier_5,"['33', ' 37', ' 48']","[24, 25, 27, 33, 34, 37, 40, 46, 48]",bool,46.0,False,33.33333333333333,9,Others,False,,,,i:=i+1;,False
dafny-synthesis_task_id_261_4,"['7', ' 8', ' 9', ' 14', ' 15']","[7, 8, 9, 14, 15]",seq(int),15.0,True,100.0,5,100%,True,0,15,i := i + 1;,i := i + 1;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_uiowa_modifying-arrays_24,"['97', ' 98', ' 103', ' 104']","[97, 98, 103, 104]",void,103.0,True,100.0,4,100%,False,,,,a[n] := a[n] + 1;,False
SiLemma_tmp_tmpfxtryv2w_utils_15,"['49', ' 50', ' 52', ' 53', ' 54']","[49, 50, 51, 52, 53, 54, 56]",void,54.0,True,71.42857142857143,7,Others,True,0,54,ghost var new_t := t - {f(y)};,var new_t := t - {f(y)};,True
Dafny-Exercises_tmp_tmpjm75muf__Session2Exercises_ExerciseFibonacci_4,"['12', ' 13', ' 14', ' 15', ' 20', ' 21']","[12, 13, 14, 15, 20, 21]",nat,21.0,True,100.0,6,100%,True,1,21,i := i + 1; //buggy line,i := i + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_algorithms and leetcode_examples_bubblesort_8,"['34', ' 36', ' 37', ' 60']","[34, 34, 36, 37, 39, 43, 44, 48, 50, 51, 53, 60]",nat,53.0,False,33.33333333333333,12,Others,True,0,34,return 0;,j := j + 1;,False
test-generation-examples_tmp_tmptwyqofrp_IntegerSet_dafny_IntegerSet_25,"['141', ' 142', ' 144', ' 145', ' 153', ' 154', ' 156', ' 159', ' 162']","[141, 142, 144, 145, 153, 154, 156, 157, 159, 162]",Set,159.0,True,90.0,10,Others,True,1,159,i := i + 1;,i := i + 1;,True
Clover_array_product_3,"['8', ' 12', ' 13']","[6, 7, 8, 12, 13]",array(int),12.0,True,60.0,5,Others,True,0,12,c[i] := a[i] * b[i]; //buggy line,c[i]:=a[i]*b[i];,True
cmsc433_tmp_tmpe3ob3a0o_dafny_project1_p1-assignment-2_1,['23'],[23],int,23.0,True,100.0,1,100%,True,0,23,y := x + 1;,y := x+1;,True
QS_BoilerPlate1_tmp_tmpa29vtz9__Ex2_2,"['12', ' 13', ' 14', ' 16', ' 22', ' 23']","[12, 13, 14, 16, 22, 23, 25]",array(int),12.0,True,85.71428571428571,7,Others,True,0,12,var size := r - l;,var size := r - l;,True
Dafny_Verify_tmp_tmphq7j0row_AI_agent_validation_examples_41,"['230', ' 231', ' 236', ' 237', ' 243', ' 245']","[230, 231, 236, 237, 243, 243, 245]",void,243.0,True,85.71428571428571,7,Others,True,0,243,"dst[m,n] := src[m,n]; n := n + 1;","dst[m,n] := src[m,n]; n := n + 1;",True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Quick_Sort_11,"['11', ' 12', ' 13', ' 14', ' 20', ' 21', ' 26', ' 23']","[11, 12, 13, 14, 20, 21, 22, 23, 26]",seq(int)_seq(int),26.0,True,88.88888888888889,9,Others,True,0,26,i := i + 1; //buggy line,i := i + 1;,True
Clover_count_lessthan_0,"['4', ' 5', ' 6', ' 7', ' 13', ' 14', ' 15', ' 18', ' 19', ' 20']","[4, 5, 6, 7, 13, 14, 15, 18, 19, 20]",int,14.0,True,100.0,10,100%,True,0,14,shrink := shrink - {i};,shrink := shrink - {i};,True
Clover_integer_square_root_1,"['4', ' 5', ' 8']","[4, 5, 8]",nat,8.0,True,100.0,3,100%,True,0,8,r := r + 1;,r:=r+1;,True
CVS-Projto1_tmp_tmpb1o0bu8z_proj1_proj1_11,['46'],"[43, 44, 46]",int,43.0,False,33.33333333333333,3,Others,True,0,46,r := c[j] - c[i];,r := c[j] - c[i];,True
formal-methods-in-software-engineering_tmp_tmpe7fjnek6_Labs4_gr2_21,['51'],"[47, 48, 51]",void,51.0,True,33.33333333333333,3,Others,True,0,51,k := k + 2 * i + 1;  // S //buggy line,k := k + 2 * i + 1;  // S,True
dafny-language-server_tmp_tmpkir0kenl_Test_dafny2_TuringFactorial_9,"['13', ' 14', ' 15', ' 19', ' 20', ' 24', ' 25', ' 27']","[13, 14, 15, 19, 20, 24, 25, 27]",int,27.0,True,100.0,8,100%,True,0,27,r := r + 1;,r := r + 1;,True
Metodos_Formais_tmp_tmpql2hwcsh_Invariantes_potencia_4,"['17', ' 18', ' 19']","[17, 18, 19, 21, 24, 25, 27]",nat,25.0,False,42.85714285714285,7,Others,False,,,,e := e - 1;,False
Dafny_tmp_tmp0wu8wmfr_Heimaverkefni 8_H8_8,"['17', ' 19', ' 20', ' 21', ' 22', ' 29', ' 30', ' 31', ' 33', ' 37', ' 40']","[17, 18, 19, 20, 21, 22, 29, 30, 31, 33, 36, 37, 40]",multiset(int)_int_multiset(int),33.0,True,84.61538461538461,13,Others,True,0,33,pre := pre + multiset{temp}; //buggy line,pre := pre + multiset{temp};,True
veribetrkv-osdi2020_tmp_tmpra431m8q_docker-hdd_src_veribetrkv-linear_lib_Base_SetBijectivity_8,"['23', ' 27', ' 28', ' 29', ' 30']","[23, 26, 27, 28, 29, 30, 43]",void,28.0,True,71.42857142857143,7,Others,True,0,28,ghost var setA' := setA - {x};,var setA' := setA - {x};,True
Final-Project-Dafny_tmp_tmpmcywuqox_Attempts_Selection_Sort_Standard_3,"['5', ' 6', ' 12', ' 13', ' 14', ' 19', ' 22', ' 24', ' 25']","[5, 6, 12, 13, 14, 19, 20, 22, 24, 25]",void,13.0,True,90.0,10,Others,False,,,,var idx' := idx + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_variant examples_KatzManna_16,"['21', ' 22']","[7, 8, 9, 17, 18, 19, 20, 21, 22, 24, 25, 26, 29]",int,29.0,False,15.384615384615383,13,Others,False,,,,z := y1 - 10;,False
Workshop_tmp_tmp0cu11bdq_Lecture_Answers_selection_sort_4,"['26', ' 27', ' 32', ' 33', ' 34', ' 39', ' 42', ' 44', ' 45']","[26, 27, 32, 33, 34, 39, 40, 42, 44, 45]",void,42.0,True,90.0,10,Others,True,0,42,m := m + 1;,m := m + 1;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_MatrixMultiplication_9,"['32', ' 37', ' 39', ' 46', ' 47', ' 48', ' 57', ' 58', ' 61', ' 63']","[30, 31, 32, 37, 39, 46, 47, 48, 57, 58, 61, 63]",array2(int),61.0,True,83.33333333333334,12,Others,True,0,61,j := j + 1; //buggy line,j := j+1;,True
veri-sparse_tmp_tmp15fywna6_dafny_dspmspv_16,"['82', ' 83', ' 85', ' 88', ' 91', ' 94', ' 100', ' 101', ' 102', ' 104', ' 113', ' 114', ' 115', ' 116', ' 117', ' 118', ' 119', ' 120', ' 121', ' 122', ' 123', ' 126']","[82, 83, 85, 86, 87, 88, 89, 90, 91, 94, 100, 101, 102, 104, 113, 114, 115, 116, 117, 118, 119, 120, 120, 121, 122, 122, 123, 126]",array(int),123.0,True,78.57142857142857,28,Others,True,0,123,kV := kV + 1;,kV := kV + 1;,True
dafny-synthesis_task_id_605_3,"['11', ' 13', ' 7']","[5, 6, 7, 11, 13, 14, 16]",bool,16.0,False,42.85714285714285,7,Others,False,,,,i := i + 1;,False
Dafny_Programs_tmp_tmp99966ew4_binary_search_5,"['20', ' 22', ' 24', ' 26', ' 13', ' 33']","[12, 13, 19, 20, 22, 24, 24, 26, 29, 30, 33]",int,22.0,True,54.54545454545454,11,Others,True,0,22,low := mid + 1; //buggy line,low := mid + 1;,True
Software-Verification_tmp_tmpv4ueky2d_Longest Increasing Subsequence_longest_increasing_subsequence_3,"['7', ' 8', ' 10', ' 13', ' 14', ' 16', ' 34', ' 35']","[7, 8, 10, 13, 14, 16, 17, 22, 23, 26, 28, 31, 34, 35]",int,31.0,False,57.14285714285714,14,Others,False,,,,j := j + 1;,False
dafny-exercise_tmp_tmpouftptir_countNeg_4,"['12', ' 13', ' 14', ' 18', ' 19', ' 21']","[12, 13, 14, 18, 19, 21]",nat,21.0,True,100.0,6,100%,False,,,,i := i + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_OneHundredPrisonersAndALightbulb_9,"['23', ' 24', ' 25', ' 26', ' 28', ' 35', ' 36', ' 38', ' 39', ' 40', ' 41', ' 44', ' 45', ' 46', ' 53']","[23, 24, 25, 26, 28, 35, 36, 38, 39, 40, 41, 43, 44, 45, 46, 51, 53, 54]",int,41.0,True,83.33333333333334,18,Others,True,0,40,switch := true;,count := count + 1;,False
